text,stance
రోడ్స్ సరిగ్గా లేవు కానీ 3 కాపేటల్స్ హ,against
"శాసన రాజధాని మంగళగిరి రోడ్డు నాగార్జున యూనివర్సిటీ వద్ద ప్రభుత్వ భూమిలో పెట్టాలి, అమరావతి వరద ప్రభావం ప్రాంతం",neutral
"ఉత్తర ఆంధ్ర జేఏసీ, రాయలసీమ జేఏసీ 3 రాజధానులు కోరుకుంటున్నాయి",favour
"చంద్రబాబు అమరావతి రియల్ ఎస్టేట్ వ్యాపారం చేసాడు, తనకులం వాళ్ళతో భూమి కొనిపిచాడు",favour
శివరామకృష్ణ కమిషన్ నివేదిక 3 రాజధానులు ఉత్తమమని పేర్కొంది,favour
అవును ఇది పచ్చి నిజం,favour
"వైజాగ్ కాపిటల్ ఎందుకు కాకూడదు ? అమెరికా ,ఢిల్లీ ,హైదరాబాద్ , చెన్నై , బెంగుళూరు, ముంబై, గుజరాత్ ..కి .. క్యాపిటల్స్ మధ్యలో ఉన్నాయా ? 1) హైదరాబాద్ , చెన్నై , బెంగుళూరు, ముంబై ..etc నుండి డైరెక్ట్ బస్సు ఫెసిలిటీ అమరావతి కి వుందా ? 2) అమరావతి కి డైరెక్ట్ ఫ్లైట్ ఫెసిలిటీ ఉందా ? గన్నవరం చాల దూరం 3) స్టే చేయడానికి హోటల్స్ , రెస్టారెంట్స్ ఉన్నాయా ? 4) ఆమూసింగ్ పార్క్స్ , pubs , షాపింగ్ మాల్స్ ఏమైనా ఉన్నాయా ? 5) నైట్ టైం క్యాబ్స్ .. బస్... కూడా ఉండదు . 6) హైదరాబాద్ , చెన్నై , బెంగుళూరు, ముంబై ..etc నుండి డైరెక్ట్ train ఫెసిలిటీ అమరావతి కి వుందా ? 7) ఇంపోర్టింగ్ ఎక్సపోర్టింగ్ కి హర్బోర్ కూడా లేదు 8) ఉద్యోగాలకు ఒక ఫార్మసీ కానీ IT కంపెనీ కానీ స్మాల్ ఫ్యాక్టరీస్ కానీ ఉన్నాయా ? 9) Indoor / Outdoor గేమ్స్ కు స్టేడియంస్ కూడా లేవు.. 10) visiting places like బొర్రా కేవ్స్ , చాపరాయి ఫాల్స్, రుషికొండ, రాక్ బీచ్, హర్బోర్ , అరకు , లంబ సింగ్ , కాఫీ తోటలు , ఉన్నాయా ? 11) ఒక మల్టీ స్పెషలిటీ హాస్పిటల్ ఐనా వుందా ? 12 ) డ్రైనేజీ రోడ్స్ కూడా లేవు",favour
"వైజాగ్ కాపిటల్ ఎందుకు కాకూడదు ? అమెరికా ,ఢిల్లీ ,హైదరాబాద్ , చెన్నై , బెంగుళూరు, ముంబై, గుజరాత్ ..కి క్యాపిటల్స్ మధ్యలో ఉన్నాయా ? 1) హైదరాబాద్ , చెన్నై , బెంగుళూరు, ముంబై ..etc నుండి డైరెక్ట్ బస్సు ఫెసిలిటీ అమరావతి కి వుందా ? 2) అమరావతి కి డైరెక్ట్ ఫ్లైట్ ఫెసిలిటీ ఉందా ? గన్నవరం చాల దూరం 3) స్టే చేయడానికి హోటల్స్ , రెస్టారెంట్స్ ఉన్నాయా ? 4) ఆమూసింగ్ పార్క్స్ , pubs , షాపింగ్ మాల్స్ ఏమైనా ఉన్నాయా ? 5) నైట్ టైం క్యాబ్స్ .. బస్... కూడా ఉండదు . 6) హైదరాబాద్ , చెన్నై , బెంగుళూరు, ముంబై ..etc నుండి డైరెక్ట్ train ఫెసిలిటీ అమరావతి కి వుందా ? 7) ఇంపోర్టింగ్ ఎక్సపోర్టింగ్ కి హర్బోర్ కూడా లేదు 8) ఉద్యోగాలకు ఒక ఫార్మసీ కానీ IT కంపెనీ కానీ స్మాల్ ఫ్యాక్టరీస్ కానీ ఉన్నాయా ? 9) Indoor / Outdoor గేమ్స్ కు స్టేడియంస్ కూడా లేవు.. 10) visiting places like బొర్రా కేవ్స్ , చాపరాయి ఫాల్స్, రుషికొండ, రాక్ బీచ్, హర్బోర్ , అరకు , లంబ సింగ్ , కాఫీ తోటలు , ఉన్నాయా ? 11) ఒక మల్టీ స్పెషలిటీ హాస్పిటల్ ఐనా వుందా ?//",favour
"వైజాగ్ కాపిటల్ ఎందుకు కాకూడదు ? అమెరికా ,ఢిల్లీ ,హైదరాబాద్ , చెన్నై , బెంగుళూరు, ముంబై, గుజరాత్ ..కి క్యాపిటల్స్ మధ్యలో ఉన్నాయా ? 1) హైదరాబాద్ , చెన్నై , బెంగుళూరు, ముంబై ..etc నుండి డైరెక్ట్ బస్సు ఫెసిలిటీ అమరావతి కి వుందా ? 2) అమరావతి కి డైరెక్ట్ ఫ్లైట్ ఫెసిలిటీ ఉందా ? గన్నవరం చాల దూరం 3) స్టే చేయడానికి హోటల్స్ , రెస్టారెంట్స్ ఉన్నాయా ? 4) ఆమూసింగ్ పార్క్స్ , pubs , షాపింగ్ మాల్స్ ఏమైనా ఉన్నాయా ? 5) నైట్ టైం క్యాబ్స్ .. బస్... కూడా ఉండదు . 6) హైదరాబాద్ , చెన్నై , బెంగుళూరు, ముంబై ..etc నుండి డైరెక్ట్ train ఫెసిలిటీ అమరావతి కి వుందా ? 7) ఇంపోర్టింగ్ ఎక్సపోర్టింగ్ కి హర్బోర్ కూడా లేదు 8) ఉద్యోగాలకు ఒక ఫార్మసీ కానీ IT కంపెనీ కానీ స్మాల్ ఫ్యాక్టరీస్ కానీ ఉన్నాయా ? 9) Indoor / Outdoor గేమ్స్ కు స్టేడియంస్ కూడా లేవు.. 10) visiting places like బొర్రా కేవ్స్ , చాపరాయి ఫాల్స్, రుషికొండ, రాక్ బీచ్, హర్బోర్ , అరకు , లంబ సింగ్ , కాఫీ తోటలు , ఉన్నాయా ? 11) ఒక మల్టీ స్పెషలిటీ హాస్పిటల్ ఐనా వుందా ?.",favour
ఈ పచ్చ పార్టీస్ వైజాగ్ ని కాపిటల్ కాకుండా అడ్డుకుంటారు.. మంత్ర గాడి ప్రాణం ద్విపం లో ఉన్నట్లు.. చంద్ర బాబు ప్రాణం అమరావతి లో వుంది . పార్టీ గెలుపు కన్నా అమరావతీ ముఖ్యం మన బాబు కి ..,favour
ఈ పచ్చ పార్టీస్ వైజాగ్ ని కాపిటల్ కాకుండా అడ్డుకుంటారు.. మంత్ర గాడి ప్రాణం ద్విపం లో ఉన్నట్లు.. చంద్ర బాబు ప్రాణం అమరావతి లో వుంది . పార్టీ గెలుపు కన్నా అమరావతీ ముఖ్యం మన బాబు కి ..,favour
మీరు ఏ ప్రాంతాన్ని అభివృద్ధి చేయరు మూడు సంవత్సరాల కాలంలో ఒక్క ప్రాంతాన్ని కూడా డెవలప్ చేసిన దాఖలాలు లేవు ఒక కాలక్షేప వాదనగానే మూడు రాజధానులు మిగిలిపోనుంది రాష్ట్రంలో అనేక రకాలైన ప్రధాన సమస్యలు నిరుద్యోగం పేదరికం నిత్యవసర సరుకులపై భారాలు పెట్రోల్ ధరలు గ్యాస్ ధరలు పెరిగి ప్రజలు నానాగుచాట్లు పడుతున్నారు వాటన్నిటి మీద దృష్టి లేకుండా మూడు మూడు రాజధానులు పేరిట ప్రజలను మోసం చేస్తున్నారు మన రాష్ట్రంలో మూడు పార్టీల వైసిపి టిడిపి జనసేన బిజెపికి దాసోహంగా మారాయి,against
అభివృద్ధి చెందిన ప్రాంతాన్ని మల్ల అభివృద్ధి చేయాల్సిన అవసరం ఏముంది ఈ మూడు రాజధానులు ముచ్చట 2019 ఎలక్షన్ ముందు వైసీపీ జగన్ మోహన్ రెడ్డి ఊరువాడ ప్రచారం చేసి ఉంటే ప్రజలు నిర్ణయించేవాళ్లు అమాంతం వైజాగ్ మీద అంత ప్రేమ ఎందుకు వచ్చింది ముందు రైల్వే జోన్ విశాఖ స్టీల్ ప్లాంట్ వైజాగ్ షిప్ యార్డ్ ప్రైవేట్ పరంగాకుండా చూడండి రాజధాని అయితేనే అభివృద్ధి అనేది వట్టి బూటకం ఈ ప్రభుత్వం వేరే ప్రభుత్వం వచ్చి వేరేచోట రాజధాని అంటుంది ప్రజలను మోసం చేయడం తప్పితే ఏమీ లేదు ప్రాంతాల మధ్య చిచ్చు పెట్టి ప్రభుత్వాలు ప్రజలపై మోపుతున్న భారాల నుండి పక్క దారి పట్టించడమే అదే బిజెపి నుండి వైసీపీ వరకు చేస్తున్న మోసం,against
రైతుల 33 వేల ఎకరాలు వలకీ ఇచేసే అప్పుడు కటుకో విశాఖ రాజదాని,against
"అయ్యా వైసీపీ MLA, MP లు, విశాఖ మీద 2014-2019 వరకు చూపని, ఇప్పుడు కారిపోతున్న ఎనలేని ప్రేమ చూపిస్తున్న మీకు ధన్యవాదములు. ఇదే ప్రేమ, 1)విశాఖ స్టీల్ ప్రైవేటీకరణ మీద ఎక్కడ 2) ప్రత్యేక హోదా మీద ఎక్కడ , 3) రైల్వే జోన్ మీద ఎక్కడ మీ ప్రేమ, 4)2014 లో రాజధాని ని విజయవాడ గుంటూరు మధ్యలో అయితే నేను ఒప్పుకుంటున్న అని జగన్ చెప్పినప్పుడు, వైజాగ్ కి అన్యాయం చేస్తున్నప్పుడు ప్రేమ ఎక్కడ, 4) 30000 ఎకరాలు ఒకేచోట ఉండేలా, అన్ని ప్రభుత్వం భావనలు ఒకేచోట ఉంటేనే రాజధాని అవుతుంది అని అన్న జగన్ కి అవగాహన లేదా లేక నీకు అవగాహన లేదా.. 5) నీకు ని జగన్ ని మెప్పించడానికోసం రాజీనామా అంటున్నారు అలాగే గర్జన అంటున్నారు , 7) ఇదంతా మీ రాజకీయ లబ్ది కోసం ప్రాంతాల మధ్య విద్వేషాలు రేపుతున్నారు.సినిమా డైలాగ్ లు చెప్తున్నారే కానీ ఒక్కడు కూడా రాష్ట్రాభివృద్ధి కోసం మాట్లాడలేదు",against
"I N D I A N నాది మిడిమిడి జ్ఞానము, నీది నాకన్నా ఎక్కువ జ్ఞానము, నాది ప్రాంతీయ అభిమానం, నీది విశాల హృదయం, నేను జగన్ గుడ్డి అభిమానిని, నువ్వు వాస్తవవాదివి, నాది సంకుచిత ఆలోచన, నీది విస్తృత ప్రయోజనాల ఆలోచన అని నువ్వు భావిస్తే నాకు అభ్యంతరము లేదు, కాకపోతే నీకు భిన్నమైన ఆలోచనలు ఉన్న వారందరూ ఇలానే అనుకుంటే నీకే ఇబ్బంది, సరే మన చర్చ కేవలం ఆంధ్రప్రదేశ్ కు రాజదాని ఉన్న వైజాగ్ ను రాజదాని గా ప్రకటించుకుందామా, అన్ని ప్రాంతాల అభివృద్ధి తో ముందుకు సాగుదామా...? లేని అమరావతి ని ఊహించుకుంటూ, అలా కట్టేద్దాం, అది అలా అయిపోతాది, అదే సర్వరోగ నివారిణి, అమరావతి కట్టేస్తే అయిపోతాది ఆంధ్రప్రదేశ్ అంతా అభివృద్ధి చెందిపోతాది... అని ముందుకు సాగుదామా... అనే దాని పై మాత్రమే.... నువ్వు డబ్బులు పంచడం, ఉపాధి లేకపోవడం, జగన్ వ్యవహార శైలి, సమర్దత, సామర్థ్యం అన్నీ విషయాలు ముందుకు తెస్తున్నావు, నాకు వాటికి సమాదానం చెప్పలేక కాదు, ఆ విషయం మాట్లాడటం ఇష్టంలేక పోవుట, రాజధాని అనే కాలాతీత విషయము అంత విలువైన విషయం కాదు కాబట్టి, అది సమకాలీన విషయం కాబట్టి, గాను గూర్చి చర్చకు అంతముండదుగనుక.... అందుకే మొదటి నుంచి జగన్ అనే వ్యక్తిని వేరు చేసి రాజదాని విషయం మాట్లాడమనేది.... నువ్వు చుట్టూ తిరిగి జగన్, పరిపాలనా, సమకాలీన అంశాలు దగ్గరికే వస్తున్నావు....",neutral
"I N D I A N నువ్వు ,నేను ప్రాంతీయ అభిమానం తో మాట్లాడుతన్నాను అంటున్నావు... అది నువ్వు ఏ కారణంతో చెబుతున్నావో నాకు అర్దం కాలేదు, నాకు తెలిసినంత వరకు నేను ఎక్కడా నేను ఫలానా ప్రాంతానికి చెందినవాడునని చెప్పలేదు...నేను అర్హత లేని ప్రాంతాన్ని లేదా నగరాన్ని రాజదాని చెయ్యమనటంలేదు.... విశాఖ ను చెయ్యమంటున్నా... ఎందుకంటె విశాఖ ఆంధ్రప్రదేశ్ లో అత్యంత అభివృద్ధి చెందిన మరియు పెద్ద నగరం, దేశం లో పదో ధనిక, పెద్ద మరియు అభివృద్ధి చెందిన నగరం... దక్షిణ భారతదేశంలో బెంగళూరు, చెన్నై మరియు హైదరాబాద్ తర్వాత అభివృద్ధి చెందిన నగరం, వైజాగ్ రాజదాని చేసుకుంటే కేవలం పరిపాలన కు సరపడే భవనాలు కట్టుకుంటే రెడీమేడ్ రాజదాని సిద్దం, ఆల్రెడీ అభివృద్ధి చెందిన నగరం కాబట్టి కాస్తా ఊతం ఇస్తే అతి తక్కువ కాలంలో వైజాగ్ కన్నా ముందు ఉన్న సూరత్, పూణే, అహ్మదాబాద్ ను దాటి దేశంలో ఆరు మెట్రోపాలిటన్ నగరాలు అయిన డిల్లీ, ముంబాయి, కలకత్తా, చెన్నై, బెంగళూరు, హైదరాబాద్ తర్వాత స్ధానంలో కేవలం రెండు మూడు సంవత్సరాలలో చేరిపోతుంది... వైజాగ్ సిటీ కి పొటెన్షియల్ ఎక్కువ.... వైజాగ్ జనాభా సుమారు 23 లక్షలు... హైదరాబాద్ జనాభా కోటీ ఇరవై లక్షల పై మాటే.... విస్తీర్ణం లో దాదాపు 7 వైజాగ్ లు కలిపితే హైదరాబాద్ అంత అవుతాది.... కాని వైజాగ్ కన్నా కోటి జనాభా ఎక్కువ , ఏడింతలు ఎక్కువ విస్తీర్ణం,వైజాగ్ కన్నా అద్భుతమైన ఇన్ఫ్రాస్ట్రక్చర్, అత్యంత అభివృద్ధి ఉన్న హైదరాబాద్ జీడీపీ 78 బిలియన్ల యూఎస్ డాలర్లు, అదే విశాఖపట్నం ది 45 బిలియన్ల యూఎస్ డాలర్లు... అంటే హైదరాబాద్ లో సగం కన్నా ఎక్కువ.... హైదరాబాద్ లో ఏడో వంతు ఉన్న వైజాగ్ హైదరాబాద్ జీడిపీ లో ఏడో వంతు ఉండాలి కానీ హైదరాబాద్ జీడీపీ లో సగం కన్నా ఎక్కువ ఉంది... అంటే హైదరాబాద్ వైజాగ్ సమపాలలో తీసుకుంటే హైదరాబాద్ కంటే ఎనిమిదింతలు విలువ ఎక్కువ, (అది ఎలా అని సందేహం వస్తే అడుగు, విడిగా, వివరముగా మరో సమాధానము లో చెబుతా) . అది విశాఖపట్నం పొటెన్షియాల్టీ ఈ అనుకూలత ఆంద్రప్రదేశ్, తెలుగు రాష్ట్రాల్లోనే కాదు భారతదేశంలో మరో నగరానికి లేదు, అందుకే ఏషియా ఫాస్టెస్ట్ డెవలపింగ్ సిటీస్ లో వైజాగ్ ఉంది, దీనికి కారణం బ్లూ ఎకానమీ... వైజాగ్ జియో స్ట్రాటజికల్ లొకేషన్... ఇంకో కారణం దేశంలో ఆరు మెట్రో నగరాలకు వైజాగ్ సమ దూరంలో ఉంది... వైజాగ్- హైదరాబాద్ 800కీమూ వైజాగ్- కోలకతా 800 కీమీ వైజాగ్-చెన్నై 800 కీమీ వైజాగ్-బెంగళూరు 960కూమీ భారతదేశంకి పడమర లో ముంబాయి ఎక్కడ, ఎలా ఉందో, తూర్పున సరిగ్గా అదే స్ధానంలో వైజాగ్ ఉంటాది... లో మరో మెట్రో నగరం తయారవటానికి అత్యంత అనుకువగా ఉన్న ప్రదేశం... విశాఖ రాజదాని చేస్తే, అంతా అక్కడ పెట్టనవసరం లేదు, అన్ని ప్రాంతాలతో సమంగా పడితే చాలు ఒక మెట్రో నగరం అవుతుంది, పనిలో పనిగా అన్ని ప్రాంతాలను కూడా అభివృద్ధి చేసుకోవచ్చు... ఇప్పుడు వైజాగ్ కాకుండా రాష్ట్రంలో మరే నగరాన్ని రాజధానిగా చేసినా ఆ నగరాన్ని ఆ స్థాయికి , ఈ పరిమిత అభివృద్ధి తో చెయ్యలేము, అదీ ఎలాగూ అవ్వదు, ఉన్న వైజాగూ కాదు, నష్టము వైజాగ్ కి కాదు రాష్ట్రానికి, ప్రజలకు, రాష్ట్రంలో అన్నీ ప్రాంతాలకు, భావి తరాలకు... ఇక ఇవేవీ కాకుండ కొత్త నగరం కడతాము అంటే ఇక సరాసరి...",neutral
"I N D I A N నువ్వు జగన్ గురించి, వైసీపీ వారి గురించి మర్చిపో... అప్పుడు ఏం అన్నారో, ఇప్పుడు ఏం అంటున్నారో కూడా వదిలేయ్, నీకు అసలు విషయం పక్కన పెట్టి, అనవసర విషయాలు చర్చించుకోడానికే అవి పనికోస్తాయి... నీ ఆక్రోశం జగన్, వైసీపీ వారి పై నుంచి నా పైకి అటునుంచి వైజాగ్ రాజదాని కోరుకున్నావారి పైకి వెళ్తుంది... విషయం పక్కన పెట్టి వ్యక్తులను పై కక్షతో ఆలోచిస్తే అన్నీ నెగెటివ్ గా, అన్నీ జోకులుగా, నీకు బిన్నమైన ఆలోచనలు ఉన్నవారు జోకర్లు గా కనిపిస్తారు.... అందుకే నీకు మొదటి నుంచీ వ్యక్తులను పక్కన పెట్టి విషయం మాట్లాడమనేది, అది నీకు చేతకావటంలేదు.... ద్వేషం మనసులో ఉంచుకుని ఆలోచించడం వల్ల విషయం గ్రహించడం లోనూ నువ్వు తడబడతున్నావు... ఉదాహరణకు ఎవడో వైసీపీ వాడు వైజాగ్ ను హైదరాబాద్ లా చేద్దాం అంటున్నాడు, మళ్లీ అదే వైసీపీ వాడు హైదరాబాద్ లా చేస్తే మళ్లీ విభజన వాదం వస్తాదని అంటున్నాడని అంటున్నావు.... నీకు ఇలా అర్థం అయ్యింది.. కానీ వాస్తవంగా మనకు హైదరాబాద్ లాంటి సిటీ అవసరం ఉంది, అవకాశం ఉంటే అంతకన్నా మంచి సిటీ చేసుకోవాల్సిన అనవసరం కూడా ఉంది , అది జరగాలంటే వైజాగ్ వల్ల మాత్రమే ఆచరణ సాధ్యమవుతుంది....అదే ఆ వైసీపీ వాడు చెప్పుంటాడు... ఇక హైదరాబాద్ లా చేస్తే విభజన వాదం వస్తాదన్నాడు అంటున్నావు.... హైదరాబాద్ లా చెయ్యడం అంటే మొత్తం ఒక్క హైదరాబాద్ లో పెట్టి అక్కడే అభివృద్ధి చేసి మిగతా ప్రాంతాలను నిర్లక్ష్యము చెయ్యడం... అంతే కాని హైదరాబాద్ లాంటి సిటీ వద్దని కాదు... మనకు హైదరాబాద్ లాంటి సిటీ కావాలి,అలాంటి సిటీ ఉంటూ, అని ప్రాంతాలను అభివృద్ధి చెయ్యాలి , ఆ మాటల్లో ఈ విషయము నువ్వు గ్రహించలేకపోతున్నావు....",neutral
"హైదరాబాద్ ల అభివృద్ధి చేస్తే మళ్ళీ గొడవలు అవుతాయి అని వైసీపీ వాళ్లే అంటారు, మళ్ళీ వైజాగ్ ని హైదరాబాద్ ల అభివృద్ధి చెస్తాం అంటారు. అయినా అభివృద్ధి చెందిన ప్రాంతాన్ని మీరేంటి చేసేది అభివృద్ధి",neutral
"sree S అయ్యో నీకు ఉన్న పరిజ్ఞానం కూడా జగన్ కి 2014 నుండి 2020 వరకు తెలియకుండా పోయిందే బ్రో, అప్పుడు నీలాంటి వాళ్ళు సలహాలు ఇచ్చి ఉంటే ఇప్పుడు ఇలా కుక్కలు చింపిన విస్తరీ అయ్యి ఉండేది కాదుగా. బుర్ర లేక అప్పట్లో కనీసం ఒకేచోట 30000 ఎకరాలు ఉండాలి, అన్ని ప్రభుత్వం సంస్థలు ఒక్క చోట ఉంటేనే అది రాజధాని అంటారు అని జగన్ పిచ్చి కూతలు కూశాడా అన్న. నీకు ఉన్న జ్ఞానం వాళ్లకు ఎందుకు లేదంటావ్",against
ఎప్పుడు స్ర్కిప్ట్ చదవడం తప్ప చేసేది ఏమి లేదు. రాజధాని విషయం కోర్టు ఇంకా తేల్చలేదు కదా సార్ ముందు గా ఎలా ప్రకటిస్తారు. న్యాయస్థానాలు మీద గౌరవం లేని ఈ ప్రభుత్వం భ్రష్టు పటిపోతుంది,against
ఆతులు పీకావు లే గాని అవతలి కి వేళ్ళు... అమరావతి కేసు కూడా కోర్ట్ లో నే ఉంది.... అమరావతి నే రాజధాని అనుకున్నప్పుడు కోర్ట్ ఎందుకు వెళ్లారు రా.... కోర్ట్ చెప్పకుండా అమరావతి నే రాజధాని అన్న వాళ్ళకి కూడా కోర్ట్ అంటే గౌరవం లేదేమో ఒక్కసారి ఆలోచన chey,against
కమ్మ కాపుల దెబ్బ 2024 లో జగన్ గాడి అబ్బా(Modi)..JAI PSPK JAI CBN..,against
తొక్కలో కంపెనీలు మాకు ఎందుకు జగనన్న నవరత్నలు చాలు,favour
"ఏ‌పి జనాలకు కరెక్ట్ మొగుడు (సి‌ఎం) ఈ తుగ్లక్ గాడు, మంచి రాడ్డు దింపాడుగా",against
CHEDDY Reddy పోతే అమరావతి బాగుపడుద్ది....అమరావతిలో 15 కోట్లు ఉన్నా ఏకారం ఇప్పుడు 3 కోట్లు కి పడి పోయింది JAGALAK Reddy పోవాలి ..,against
Ni బొంద రా,against
I SUPPORT 3 CAPITAL... జై జగనన్న,favour
రూపురేఖలు మారిపోతాయి... నిజమే కదా,neutral
రాజ్యసభ సభ్యుడు విజయసాయి రెడ్డి గారు ఉన్నంతవరకు మన విశాఖపట్నాన్ని అమ్మేస్తారు. ఈ విజయసాయిరెడ్డి ఎప్పుడైతే మన విశాఖపట్నాన్ని వదిలేసి వెళ్తారో అప్పుడే మన విశాఖ ప్రజల అందరం ఆనందంగా ఉంటాము.,against
మన విశాఖపట్నం రాజధాని కాకూడదు. అప్పుడే మన విశాఖ ప్రజలు ప్రశాంతంగా ఉంటారు.,against
కోర్టులు విషయంలో జగన్ ఏమి చేయలేరు అనుకుంటున్నారు,against
ఉదోగలు వస్తాయి,neutral
"ఇంతకు ముందే మంచిగా ఉంది ఇప్పుడు ఇంక ఎమి మారుస్తారు వీలైతే ఇండస్ట్రియల్ ఏరియా డెవలప్ , it hub lu petti చెయ్యండి",neutral
ఆల్రెడీ విశాఖ ఎప్పుడో అభివృద్ధి అయింది ఇప్పుడు చేసేది ఏంటి....,against
నీ సోది ఆపు విశాఖపట్నం ఎప్పుడో అభివృద్ధి చెందింది. జగన్ మెప్పు కోసం వార్తలు రాయకు. ప్రశాంతంగా ఉన్న విశాఖ పరువు తీయకండి,against
ఆల్రెడీ విశాఖపట్నం చాలా బ్రహ్మాండంగా ఉంది నీ బొంద లో ఎన్ టీవీ న్యూస్,against
ఏమైందని ఆయన పరుగులు పెట్టించడానికి .ఆల్రెడీ వైజాగ్ బ్రహ్మాండంగా ఉంది. అక్కడ కాలు పెడితే వైజాగ్ నాశనమే,against
వీళ్ళు విశాఖ లో అడుగు పెట్టడముఅంటే.. పచ్చని చేలో పందుల గుంపు పడినట్టే,against
"న్యూయార్క్, లండన్,దుబాయ్ కంటే వైజాగ్ అందమైన నగరం",neutral
చెప్పేవి జరగవు. ఒట్టి మాటలు. ఆస్తులు అమ్మి కట్టాల్సిందే.,against
ఫాస్ట్ గా వైజాగ్ రాజధాని చేయండి,favour
ఫాస్ట్ గా వైజాగ్ రాజధాని చేయండి,favour
విశాఖ అబివృద్ది జరిగి ఆదాయం లో ముందంజలో వుంది...ఇక్కడ వున్న కంపినీల మరియు భూములు జోలికి పోకుండ...కొత్త కంపెనీలు వచ్చేటట్టు చేయడం.... రోడ్లు వేయడం ....యువతకు ఉధ్యోగం కల్పించే విదంగా అలోచన చేయండి...దేనిమీద చేతులు పెట్టకండి... అలాగే అమరావతి... మన రాజధాని... అబివృద్ది చేయాలి...ఇంక పోలవరం గురించి దాని మీద దృష్టి పెట్టండి..అలాగే భూముల జోలికి వెళ్ళకండి సీన్ మారిపోతాది.....చేతకాకపోతే టాక్స్ లో వచ్చే ఆదాయాన్ని పధకాలకు పంచుకోండి...,neutral
బోక,against
వీలు కూడా కామెడీ చేస్తున్నారు....,against
అక్కడ మీ పాదం మోపి వైజాగ్ ని నాశనం చేయమకండి. మనకున్న ఒకేఒక అందమైన సిటీ వైజాగ్..,against
వీడు ఏం పీకలేదు,against
ప్రశాంతంగా ఉండే వైజాగ్ లో రౌడీలు ఎంటర్ అవుతున్నారు,against
Vizag కూడా mumbai లాగా అభివృద్ధి చెందాలి.... అది ఒక్క జగన్ మాత్రమే చేయగలడు,favour
జయహో jagan anna,favour
జై జగన్ జై విశాఖపట్నం,favour
ఎం ఎవడికైనా అమ్మేస్తారా ఏంటి,against
తుఫాన్ వస్తే కొట్టుకు పోదు ప్రజల సొమ్మే కదా దూల తీరింది ప్రజలకే సముద్రంలో కూడా కట్టండి,against
తాడేపల్లి పాలస్ లో ఎవరు వుంటారు?,neutral
Vizag మామూలు గానే బాగుంటది. దాన్ని మీరేం చెయ్యకండి రా నాయనా,against
జారిపోతున్న వైజాగ్..,against
సుస్వాగతం,neutral
Ntv ఒక కొజ్జా చానల్ jai jagan,favour
YSR కబ్జా చేసిన భూములకు రేటు కోసమే ఈ అభివ్రుధ్ధి నాటకం,against
పూకా...! విశాఖ లో ఏమి లోటు ఉందని అభివ్రుధ్ధి చేయడానికి?,against
ఒకప్పుడు vijayawa ani ముంచారు ఇప్పుడు వైజాగ్ ని ముంచుతున్నరు,against
సోది ఆపాంది రా బాబు,against
గత రెండు సంవత్సరాల నుండి రెడీ అవుతూనే ఉంది,neutral
Cakchi channel చాల better వీళ్ళ కన్నా. Tv 3*3 pasaru మందు channel .కన్నా. Ap lo media waste. పార్టీ based.,neutral
"Good, విశాఖపట్నం అభివృద్ధి కి జగన్ గారు చోపిన చొర్వ ఎంతో కిలకము ఒక సింగపూర్ను మించే అవకాశము ఉన్నదీ జగన్ గారు దీనితో సూపర్ cm అవుతారు",favour
అంతా ఆటలో అరటిపండు.,neutral
ఏపినిఅమకంపెటేటపుడురేటుఎకువరాలిఅంటేతయారుచేయలికద,neutral
Good CM జగన్,favour
అన్న జగన్ అన్న ఎప్పుడో భూమిపుట్టినప్పుడు పుట్టింది విశాఖపట్నం ఇంకా అలానే ఉంది. city's of newly born of north gurugoan and Noida etc are welly Developed city's But vizag as no Skyscrapers only one seethammara Oxygen towers. ఒక్క పట్టణం అంచనా వేయాలి అంటే 30 లేక 40 అంతస్తుల కట్టడాలు జరగాలి.D gre సిటీ లా ఉంది.మన వైజాగ్.,neutral
విశాఖను గొబ్బులేపి రూపురేఖలు మారుస్తారు.,against
YCP party paint em anna vesthunnara emi rupurekalu మరిపోవటానికి,against
ఇప్పటి దాకా ఏమీ పీకావ్ ఒక పక్క జనం చూస్తుంటే ఇప్పుడు నీకు ఇది అవసరమా L Ko,against
"నువ్వే ఒప్పుకున్నావ్ కదా అల్రేడి డెవలప్డ్ అని... ఇంకొంచెం డెవలప్ చేస్తే ఆంధ్రప్రదేశ్ రాష్ట్ర రాజధాని ""విశాఖ"" అవ్వదని నీకేమైనా డౌటా... ఎవడు ఎంత పడి ఏడ్చిన మా జగనన్న అనుకున్నది చేసి తీరతాడు... I SUPPORT 3 CAPITAL... జై జగనన్న",favour
Vizag ని development చేయడం తప్పులేదు. Development తో పాటు ఫిల్మ్ ఇండస్ట్రీ ఇక్కడికి వస్తే భాగుంటుంది. అంతే కాదు నిరోధ్యోగులకు ఉపాధి కల్పించే నగరంగా అభవృద్ధి చేసి హైదరాబాద్ ని మించిన నగరం గా అభివృధి చెందాలి.,favour
దేన్ని పరుగుతులు పెడుతుంది సర్కార్? భూములను మింగేనాయకులు పరుగులు పెడుతున్నారు. తూ నీచనల్!!!! కులగజ్జి వేదవాళ్ళారా!!!!,against
సొల్లు న్యూస్ ఛానల్.. బ్లూ మీడియా ఇది జగన్ కి బజనచేయడమే దీని పని..,neutral
