text,stance
దేశంలో అన్ని ప్రాంతీయ పార్టీలు కూడా దేశాన్ని సర్వనాశనం చేస్తున్నారు సంకనాకి చేస్తున్న ప్రజలకే హిందూ హిందూ దేశానికి ద్రోహం చేస్తున్నాయి నాకు ఎప్పటికీ బిజెపి కావాలి బిజెపి జై జై బిజెపి జై శ్రీరామ్,favour
ప్రాంతీయ పార్టీలు అన్ని దేశానికి మరియు సనాతన ధర్మం లకు ద్రోహం చేసినారు,against
జై హింద్ జై మోదీ జీ,favour
జై బీజేపీ,favour
ప్రధాని మోదీ గారు దేశం కోసం ప్రపంచం కోసం పనిచేస్తున్నారు,favour
vinay b పుసుక్కున అలా అనేసారెంట0డి,neutral
అదాని కోసం ప్రపంచం మొతం తిరిగి లాబము తిసుక రావటానికి మోడీ బ్రోకర్ పనులు చేస్తారు,against
అయ్యో పాపం,against
వాళ్ళకి దేశభక్తి ఉంది.,favour
ఈ ప్రొఫెసర్ గాడు ఒక వేస్ట్ వెదవ ఇలాంటి వాటితో ఇంటర్వ్యూ తీసుకోవటం కూడా వేస్ట్ వీళ్లంతా చైనా చెప్పనా కే వాళ్లే!!!??,against
బీజేపీ బజానా Pk సినిమా చూశావా.అందు లో అడిగిన ప్రశ్నకు సమాధానం చెపల్నపుడు దొంగ స్వామి బంబంబోలే బంబంబోలే అని కవరింగ్ చేసాడు. సెమ్ టు సెమ్ బీజేపీ మోడీ అదే పని చేస్తున్నాడు,against
bskm నిను జంజరం వేసుకుంటాను. సరిపోదా.,against
నేను ఓటువేసేది మోదీ నాయకత్వానికి,favour
Enni రోజులు కు ఒప్ప కున్న యూ,favour
"మోడీ హయాంలో దేశం సాధించిన అభివృద్ది అవినీతి ఛానల్ కు, భరత్ ద్వేషి ఛీ నాగేశ్వరరావుకు కనిపించడు.",favour
నాగేశ్వరరావు టివి ల ముందు నవ్వుతూ వేనకలే బిజెపి మీద విషం కక్కుతారు కమ్యునిష్టులు,neutral
జై శ్రీరామ్ జై మోడీ,favour
ఇప్పటి కైన తమరు బీజేపీ అధికారంలోకి వచ్చిన. కారణం బీజేపీ నిజాయితీ అర్దం కావడం శుభం.,neutral
నాగేశ్వర నీకు గోరటి వెంకన్న మాదిరిగా లంచం ఇస్తే.......,neutral
Kcr ను చంపేయండి,neutral
ఏమి నాగేశ్వర స్వామి ఈ యాంకర్ గారికి ఈ పొద్దు నిద్ర పట్టదు మీరు అప్పుడప్పుడైనా కఠినమైన నిజాలు చేదు నిజాలు చెప్తున్నందుకు మీకు ధన్యవాదాలు సత్యమేవ జయతే,favour
మోది గారి లాంటి ప్రధాన మంత్రి దొరకడం మన అదృష్టం.,favour
మోదీ లవ్,favour
"Prabha AR కొత్తగా మాట్లాడు, ఇంకా అదే పాట నా",against
ఇప్పటి పరిస్తితులలో బీజేపీ అవసరమా కాదా చెప్పండి,against
"భారతీయుల కోసమే మోడీ, యోగీ. వారికి తోడున్న షా, శంకర్, రాజ్ నాధ్ లాంటి వారెందరో? మేమూ బీజేపీ తోనే. హిందూ వ్యతిరేకతో దేశాన్ని తాకట్టు పెట్టే వారికి చరమగీతం పాడుతాం, ఇవాళ కాకుంటే, రేపయినా? అది కాంగ్రెస్ అయినా, కమ్యూనిస్టులయినా, వేరెవ్వరయినా? హిందూ దేశం భారతీయులదే. పాష్టర్లు, ముల్లాలది కాదు. గత పునర్వైభవం సాధిస్తాం. అందుకు ఎందాకయినా? మా చరిత్ర మరువం.",neutral
BRS భజనలు మాని నిజాలు నిర్భయంగా చెప్పండి అందరూ మిమ్ముల్ని మెచ్చుకుంటారు,against
ప్రొఫెసర్ నాగేశ్వర్ రావు మీరు మాట్లాడడానికి అర్థం ఇంత మూర్ఖంగా మాట్లాడతానని మీరు మీ కమ్యూనిస్టు సిద్ధాంతాలు చైనా చూసి బుద్ధి తెచ్చుకోండి మీరు ఎంతో పనితో వేశారు నికిత జ్ఞానం లేని వారు ఇలా మాట్లాడుతున్నారు,against
నిజాలను నిర్భయంగా ఒప్పుకున్న అందుకు మీకు,neutral
ఇవన్ని కాకుండా మోడీ లా దేశానికే దైన చేసుందాలి,favour
బిజెపి పరిపాలన లో అభివృద్ధి కూడా అంతే ఈ రోజు ఎం అభివృద్ధికి పాటుపడాలి అని ఆలోచిస్తుంది,favour
మోడీ ని అడ్డం పెట్టుకొని BJP వాళ్ళు దేశాన్ని లూటీ చేస్తున్నారు.,against
మొత్తానికి బిజేపీ strong గా ఉంది... అంటారు అంతేగా నాగి. పాపం మన పప్పు రాహుల్ పరిస్తితి ఏంటి.. నాగి,neutral
మేము కూడా స్టూడియోలో మాట్లాడాలి సాధారణ పౌరులకు అవకాశం ఇవ్వండి,neutral
నేను కూడ,neutral
కమ్యూనిస్ట్ పార్టీల అధ్యక్షులు ఎవరు,neutral
వీళ్ళు ఇప్పుడే కదా కానీ వాళ్లకు అధ్యక్షుడే లేడు కదా,neutral
"మీరు కనీసం అదికూడా చేయలేరు,ఎందుకో వుడుకు.",neutral
"బీజేపీ కార్యకర్తలు దేశం కోసం పనిచేస్తారు, మిగిలిన వారు డబ్బుల కోసం పనిచేస్తారు",favour
అదానీ కోసం ఎవరు పని చేస్తారు పాపం. మోతం దేశం కోసం పని ఛాయకండి lu,neutral
మోదీ నాయకత్వంలో స్వచ్ఛమైన పాలన సాగుతోందని మీకు తెలియదా,favour
Yes 100% నిజం ఇది నేను బుత్ కమిటీ మెంబర్ని భారత మాత ముద్దు పార్టీ నా బిజెపి,favour
"దేశంలో జరుగుతున్న అభివృద్ధి, మన దేశానికి ప్రపంచంలో పెరుగుతున్న కీర్తి ప్రతిష్టలు వీళ్ళకి కనపడవు. వీళ్లందరూ ఎంత మంచి పని చేసినా కూడా రంద్రాన్వేషణ చేయటానికి ఉంటారు. అదే పని వేరే పార్టీ వాళ్లు చేస్తే ఉదయం నుంచి సాయంత్రం దాకా పొగుడుతూ ఉంటారు. మోడీ గారు బిజెపి నిజాయితీగా దేశం కోసం పనిచేస్తున్నారు కాబట్టే జెమిలి ఎన్నికలు తీసుకురావడానికి ప్రయత్నిస్తున్నారు. అంటే దేశం మొత్తానికి ఒకటేసారి ఎన్నికలు జరగాలని. ఎప్పుడూ ఎన్నికలు జరగటం వలన సమయము, డబ్బులు అన్ని వృధా అవుతున్నాయి. మరి ఎందుకు ఈ పొలిటికల్ పార్టీలు దానిని వ్యతిరేకిస్తున్నాయి. మీడియా అంటే నిజాయితీగా పని చేయాలి అందుకు విరుద్ధంగా పనిచేస్తుంది మన మీడియా.",favour
తన తల్లి అంత్యక్రియలు జరిగిన రోజు కూడా మోడీ ప్రభుత్వం అధికారిక ప్రోగ్రామ్ కు వెళ్ళాడు అది తెలుసుకోండి మీరు,favour
"Haripras Devarasetty రాజధర్మం కోసం స్వధర్మం పక్కన పెట్టవచ్చు. ప్రజలకు సేవ చేస్తున్నాడు ఆయన. తల్లి పాడె మోసిన తర్వాతే ప్రజా కార్యక్రమాలకు అటెండ్ అయ్యారు ఆయన. మనిషివేనా నువ్వు, కొంచెమైనా సిగ్గు ఉండాలి.",neutral
Haripras Devarasetty రాజు కి ఇవి వర్తించవు,neutral
"Haripras Devarasetty ఆ పదకొండు రోజులు ముందల నడిచిన వాడు బయటకు రారు, అలాగే కొన్ని రాష్టాల్లో ముందర ఎవరు నడిచారో వాళ్ళు మాత్రమే గుండు కొట్టుంచుకుంటారు",neutral
ఈయన గారితో చర్చ చేయడం మానుకోండి,neutral
ఖమ్మం గడ్డ శ్రీను అన్న అడ్డ,neutral
ఖమ్మం గడ్డ శ్రీను అన్న అడ్డ,neutral
నేను లాస్ట్ కేటగిరీ మోడీ ని చూసి వోట్ వేస్తా,favour
బిజెపి నరేటివ్ రాంగ్ కాదు రైటే మేధావి గారు,favour
మేధావి గారిది విశ్లేషణ కాదు కడుపు మంట,favour
హహహహహ,neutral
లయన్ మోడీజీ గ్రేట్ లీడర్,favour
ఓన్లీ బిజెపి ఓన్లీ బిజెపి,favour
అన్నీ అయిపోయాయి సారూ.....యెంత మంచి మందు కు కూడా ఎక్స్‌పైరీ డేట్ ఉంటుంది.........బీజేపీ కి కూడా ఉంటుంది..,against
Bjp na మజాకా,favour
నాగేశ్వరరావు హిందూ ద్రోహి,neutral
జై బిజెపి సేవ్ బారత్,favour
ఇప్పటికైనా ఒప్పుకుంటారా..బీజేపీ గ్రేట్ అని,favour
lokya naik తెలిస్తే కద తెలువకనే కామెంట్ చేసాడు కేసీఆర్ చెప్పింది నిజం నమ్మకం,neutral
lokya naik సరే మరి. తెలంగాణ లా కరెంటు ఎవరు ఇస్తున్నారు. రైతులకి ఉచిత గ. ఈతర రాస్త్రలో ఉన్నాయ. చాపండి,against
కమ్యూనిస్టు లకున్నంత పవర్ ఫుల్ ప్రాపగండ మిషన్ లు యే పార్టీ కి లేవు కాకపోతే ప్రజలు నమ్మడం వారి ప్రాపగండను,favour
అబద్ధాలను ఎంతకాలము చెప్పగలరు ఏదో ఒక రోజు నిజాలు తెలుస్తాయి అప్పటి నుండి వారిని ప్రజలు నమ్మరు.ఒక సారి నమ్మకం పోయిన తరువాత నిజాలు చెప్పిన నమ్మరు.ఇప్పుడు కమ్యూనిస్టులు ఆ స్తితితికి( ప్రజలు నమ్మని స్థితితికి) వచ్చారు.,against
Professor గారు పగ టి కలలు బాగా కంటున్నది అందరికీ తెలుసు...ఈయన కనీసం ward member గా పనికిరాడు,against
ఎందుకురా ఎప్పుడూ బీజేపీ మీద పడి ఏడుస్తావు చైనా paytm కుక్క నాగేశ్వర్ గా.,favour
"దయచేసి ఇలాంటి మేధావులను విశ్లేషణ లకు పిలవకండి ఆయన గతం వేరే కోణం అదే దృష్టిలో ఆలోచన , విశ్లేషణ",neutral
నీ బొంద రా....నీ బొంద,neutral
నిన్న వచ్చిన సీఎం లలో..... గోల్డ్ స్మగ్లర్.... లిక్కర్ స్మగ్లర్లు.... ఇది brs సభ...,neutral
వాళ్ల గురించి మాట్లాడే దమ్ము ఈ ప్రొఫెసర్ కి లేదు ఎన్ని స్కాములు చేసిన నోరు విప్పడం చేతకాదు మోడీని విమర్శించడం అంటే మాత్రం ముందుంటాడు,neutral
RajaSekharreddy మోడీ great PM said ఋషి సౌనక్....... మీకు దేశం నాశనము అవ్వాలి మీ కోరిక అదే,favour
బీజేపీ నే దేశ విచ్చిన్నం చేసే కమ్యూనిస్ట్ నాస్తిక పాస్టర్ ఇమామ్ అర్బన్ నక్సల్స్ లను తరిమి కొట్టగలదు.,favour
మోడీ ఇండియా కు వరం,favour
అప్పటి పరిస్థితులు ఆయనకు వేరే విధంగా ఉండేవేమో,neutral
జై బీజేపీ జై జై బీజేపీ,favour
స్వయం ప్రకటిత మేధావిని పిలిచి ఏమి చెబుతామా?,neutral
వా ప్రొఫెసర్ వా.మీ సునిశిత పరిశీలన. ఇంతకంటే గొప్ప గా హార్డ్ కోర్ RSS varu చెప్పలేరు.hats off to u..RSS శిక్షణలో ఇవి ఉన్నాయి.వంటింటి దాకా వెళ్ళాలి.అంటే కుటుంబ సభ్యుల యోగక్షేమాలు అడిగి తెలుసుకున్న తరువాత ఏమికావాలో కూడా సహాయ సహకారాలు ఉంటాయి.,neutral
బొల్లోడు ని పీకే ని పక్కన పెడితే మీ ఇమేజ్ పెరుగుది,neutral
"Yes, తమ పని తాము చేస్తూ ఉంటుంది",neutral
దొంగ వల్లీ,neutral
దేశం ఇప్పుడు మంచి దమ్ము ఉన్న నాయకుడి చేతి లో ఉంది మనం భయపడేది ఏమి లేదు... ఒక చిన్న ఓటు వేసి అతని చేతుల్లో దేశాన్ని పెట్టడం తప్ప...,favour
ఫనికిమాలిన పకోడీతాత చేతిలో ఉందండీ,against
ప్రపంచంలో ఏడు అని సంఖ్య చాలా ప్రాముఖ్యమైనది ఏడు అనగా సంపూర్ణ తో గుర్తు ఇకనుంచి జరగబోయేది ఏంటి మీ చూద్దురుగాని,favour
2004 నుండి 2014 వరకు దేశం మొత్తం కుంభకోణాలు 2014 నుండి 2021 వరకు ఒక్క అవినీతి గాని ఒక కుంభకోణం గానే జరగలేదు దట్ ఇస్ Bjp దట్ ఇస్ Modi,against
బొందల భక్తులకు మండుతుందా,favour
"ఉచిత పతకాల బ్యాచ్,ఫ్రీ బ్యాచ్,మరక,బొందు,బిడ్డలకు తలనొప్పి ఐయింది,బీజేపీ",neutral
"పకోడీ తాత డిజిటల్ ఇండియా అన్నాడో అంతా అమ్ముకుదొబ్బేస్తా అన్నాడో తెలీటం లేదు, ఫోన్ పే నుండి 50/- రీచార్జ్ దాటితే 2రూల బాదుఢు, కక్కుర్తి కాదు కష్టార్జితం",favour
మరిన్ని విషయాలు చెప్పండి సార్,neutral
అబ్బా ఎన్నాళ్ళకి మోడీ గురించి గొప్పగా చెప్పటం గొప్పగా చెప్పటం కాదు చేసింది చెప్తున్నారు కొన్ని చానల్స్ చేసింది కూడా చెప్పలేకపోతున్నారు అందుకనే టీవీ9 కి ధన్యవాదాలు,favour
"ఫ్రియతమ్స్.. ముస్లింలు హిందూ వేషాలతో హిందూలు ఫకీర్ల వేషంతో బిచ్చంఎత్తుకోడానికి వస్తున్నారని మనంమనం కొట్టుకొనే బదులు పకోడీ తాతను ఫిట్రొ నిత్యావసర ధరల్ తగ్గించమని కోరుదాం,,ఎవ్వరూ ఎక్కడా చేయిచాచరు...",against
"మీకు తెలుసా, మీ ప్రాణాలు కాపాడుకునేందుకు వాడే బిళ్ళలపై కూడా ఫేకూ gst,,జియోబాబుల సేవకు తిరుగే లేదు",favour
"నిరుద్యోగం, ప్రైవేటీకరణ,ధరలు పెంపు, పెట్రోల్ డీజిల్ ధరలు భారీ పెంపు,కులమత ఘర్షణలు, వలస కూలీలు మరణాలు,కరోనా పరిస్థితులలో ధరలు పెంపు,పేదలకు అందని విద్య, వైద్యం.. .... పడిపోయిన జిడిపి... నల్లధనం స్వాహా... వేలకోట్ల కుభేరుల రుణాలు మాఫీ.....టీవి9 కి ఇవన్నీ తెలుసు...కాని భయం",favour
హిందూ-ముస్లిం మందిరం-మసీదు,neutral
"జియోబాబుల గ్రామ సింహం నుండి భారతదేశాన్ని కాపాడేందుకు సిద్ధం కండి, ఫిట్రొ నిత్యావసర ధరలతో సగటు భారతీయునికి ఊరట కొరకు",neutral
గత 7 సంవత్సరాల నుంచి జరిగిన మంచి పనులు బాగా చెప్పారు. ఇన్ని మంచి పనులు చేసిన ప్రభుత్వం ని కొంత మంది వేదవాలు పని కట్టుకొని తిడుతుంటారు. దేశం కోసం ధర్మం కోసం నిస్వార్ధం గా పని చేస్తున్నారు ప్రస్తుత ప్రభుత్వం.,favour
"andh bhakti,chamcha giri mukt bharat నీ లాంటి కుహనా లౌకిక వాధులని, జిహాదీల నీ ముందు బయటికి మీకు నచ్చిన షరియా లా అమలు అవుతున్న దేశానికి పంపాలి అని నా అభిప్రాయం.",neutral
నిస్వార్ధంగా 1)ఫార్లమెంట్ 2)హైకోర్ట లలో ఏది ముందు అమ్ముతారని మీ అభిప్రాయం మిత్రోమ్...,against
నేను పైన కామెంట్ లో చెప్పిన మనిషి పనికట్టుకుని తిట్ట డానికి వచ్చాడు..,neutral
"దేశమంటే అ--నీలు కాదోయ్ దేశమంటే మనుషులోయ్ అని పకోడీ తాత గ్రహించే లోపు సుప్రీంకోర్టుఫార్లమెంటు కూడా అమ్ముడుపోద్ది, ఇక ధర్మమంటే మసీదులెక్కి అల్లర్లు చేయడమే",favour
"మీకు తెలుసా, మీ ప్రాణాలు కాపాడుకునేందుకు వాడే బిళ్ళలపై కూడా ఫేకూ gst,,జియోబాబుల సేవకు తిరుగే లేదు",against
1)ఫార్లమెంట్ 2)హైకోర్టు ఈ రెండింటిలో బత్తాలిబాన్లు ఏది ముందు అమ్ముతారని మీ అభిప్రాయం,neutral
ఎంత కాలానికి ఒక మంచి న్యూస్ చెప్పావురా!,favour
"ఫ్రియతమ్స్.. ముస్లింలు హిందూ వేషాలతో హిందూలు ఫకీర్ల వేషంతో బిచ్చంఎత్తుకోడానికి వస్తున్నారని మనంమనం కొట్టుకొనే బదులు పకోడీ తాతను ఫిట్రొ నిత్యావసర ధరల్ తగ్గించమని కోరుదాం,,ఎవ్వరూ ఎక్కడా చేయిచాచరు...",against
1)ఫార్లమెంట్ 2)హైకోర్టు ఈ రెండింటిలో బత్తాలిబాన్లు ఏది ముందు అమ్ముతారని మీ అభిప్రాయం,favour
"జియోబాబుల గ్రామ సింహం నుండి భారతదేశాన్ని కాపాడేందుకు సిద్ధం కండి, ఫిట్రొ నిత్యావసర ధరలతో సగటు భారతీయునికి ఊరట కొరకు",favour
ఫేక్ న్యూస్ చానెల్ తో కలిసి నటించిన BJP.,favour
"కుల సంకరాన్ని,మత సంకరాన్ని కూడ ప్రొత్సహించిందని అది కూడ చెప్పండి",favour
"7 ఏళ్లలో ఏమి సాధించలేదు...కరోనా శవాలు, bank ల ముందు బారి లైన్లు,, అదానీ మరియు అంబానీలు కు red కార్పెట్.,, ప్రభుత్వ సంస్థలు అన్ని కూడా ప్రైవేట్ పరం,,, సెక్కులరిజం కీ వెన్నుపోట్లు... ఇంకా చెప్పుకొట్టు పోతే మరి ఎన్నో ఇంకా ఎన్నో అద్భుతాలు చేసాడు మన pm గారు......",favour
"మీకు తెలుసా, మీ ప్రాణాలు కాపాడుకునేందుకు వాడే బిళ్ళలపై కూడా ఫేకూ gst,,జియోబాబుల సేవకు తిరుగే లేదు",favour
కరోనా కష్టకాలంలో దీదీ ఓ దీదీ అని తిరిగాడు... అది సదించినట్టా?,favour
"ఎందుకమ్మా కాన్ఫడెన్స్ ఉంచవలసిన విషయాలు బహిర్గతం చేసి ఈదేశ, శత్రుదేశ ప్రపంచ వ్యాప్త నీతిలేని ముష్కర జాతి కి ఉప్పు అందించి రెక్కి చేసి దేశానికీ ఒక్కగాని ఒక్క దేశహితం కోసం పనిచేసే వాళ్ళను పొట్టన పెట్టుకొంటానికి జపాన్ ప్రధాని అబే లాగా అవకాశం కల్పిస్తారు ఇటువంటి మీడియా సంస్థలు దేశ హితం, మంచి గురించి పనిచేస్తున్నట్టు కనబడుటలేదు చాలా విచారిస్తోంది మీ పోకడులకు యావత్ దేశహితం కోరు ప్రజ అనడం లో సందేహం లేదు",favour
"అరెస్సెస్ ఏం చెప్తే అదే ఆయన దినచర్య. వాటితో పాటూ కొత్త అప్పులు ఎలా చెయ్యాలి, డాలర్ కి 100 రూపాయలు సమానం ఎలా చెయ్యాలి, క్రిష్టియన్, మైనారిటీ ప్రజలను ఎలా అనగదొక్కాలి, సౌత్ ఇండియాలో చిచ్చుపెట్టి ఎలా అధికారంలోకి రావాలి, సీబీఐ ని ఎవరిపై ఉసిగొల్పాలి.. ఇలాంటివి ఒక వంద పనులుంటాయి మోడీ గారికి.. ఫుల్ బిజీ, తినడానికి కూడా టైం ఉండదు మరి..",favour
"చూసి చెప్పినట్లు బలే చెప్తారు మీరు ....! బయటకు వచ్చేవి ఒకటి....అవతల జరిగేవి ఇంకొకటి....3 గంటలు పడుకుంటాడా....? బెడ్ రూంలో ఏమైనా కెమెరాలు పెట్టారా...? నమ్మినట్లు చెప్పండి....డబ్బు, విశాలమైన జీవితం ఉంటే. .... ఎవడూ అన్ని క్రమశిక్షణలు పాటించడు",favour
బాబు మోడీ.. నీకంటే చక్కటి దిన చర్య.. క్రమ శిక్షణ గల ప్రజలు కోట్ల మంది వున్నారు... మా mda మాకు కుడి pincha వు... దేశం మొత్తం సర్వ నాశనం,favour
రోజుకు 3 గంటలు నిద్రపోతారా ఈ ఛానల్ చాలా ఓవర్ ఆక్షన్ చేస్తుంది మరి ఇంత డబ్బా కొట్టకండి,favour
జై మోడీ జై జై మోడీ,favour
చాలామంచి అలవాట్లు మోడీ గారు,favour
గ్రేట్ మోడీ జీ,favour
"మోదీ జీ కి నిద్ర రోజూ 3-4 గం. లు అని చెబుతున్నారు, అది సరిపోదు, వారి వ యస్సుకు కనీసం 6/7 గం. లు నిద్ర అవసరం, అలా నిద్రిస్తెనే బాడీ recharge అవుతుంది, లేదంటే సమస్యలు వస్తాయి , ఆరోగ్యం ప్రభావిత మవుతుంది, ఇతర ఆహార, వ్యాయామ అలవాట్లు భేష్",favour
"మోడీజీ గొప్ప దేశ భక్తుడు !,",favour
ఆయనయోగి అనుకుంటున్నాం.,favour
"మన దేశ ప్రధాని దినచర్యలు చెప్పడం మంచిది కాదు, ప్రధాని భద్రతా రీత్యా ముప్పు అని నా ఫీలింగ్",favour
ఒక యూట్యూబ్ వీడియో లో ఒక ఎదవ నా కొడుకు ప్రధాని మోదీ రోజు అనేక రకాల ఫుడ్ తింటారు ప్రతి రోజు విదేశాలనుండి తెపించుకుంటాడు అ ఫుడ్ ఖర్చు ప్రతి రోజు 60 లక్షలు అవుతుంది అని పెట్టాడు పిచ్చి ముండా కొడుకు,favour
మంచి అలవాట్లు క్రమశిక్షణ ఉండడం వల్ల మీరు ప్రపంచ స్థాయి నాయకుడిగా గుర్తింపు పొందారు మీ నాయకత్వాన్ని భారతదేశ ప్రజలు ఎప్పుడు కోరుకుంటున్నారు మోడీ సార్,favour
గ్రేట్ person...,favour
కెసిఆర్ దిన చర్య గురించీకూడా సమాచారo మీ ఛానల్ ద్వారా తెలిచేయండి.,favour
ఆయన చాలా సంత్సరాలు పేద ప్రజల తోనే ఉన్నారు .రోజు కొక పూట ఒక్కక్కల్ల ఇంట్లో భొజనం చేసే వారు. ఆయన జీవిత చరిత్ర పూర్తిగా చదివితే తెలుస్తుంది అన్నా ..,favour
గివర వార్తలు ఆ అక్షయ్ కుమార్ ఏమో మామిడి పండు కోసుకొని తింటారా పిసుకుని తింటారా అని అడుగుతాడు మీరేమో దినచర్యల గురించి చెప్తారు గివ్ ఇవ్వరా ఇండియాకు పనికొచ్చే పనులు మోడీ గారు ఉదయం ఐదు గంటలకు లేస్తాడంట తెలుసా,favour
జె hind,favour
జయహో నరేంద్రబాహుబలి,favour
"KCR వద్ద ఎప్పుడు మందు త్రాగాలి, ఎప్పుడు పడుకోవాలి, ఎప్పుడు నిదుర లేవాలి అందరు నేర్చుకోవాలి. అతన్ని మించిన క్రమశిక్షణ కలిగిన వ్యక్తి యింకా పుట్ట లేదు",favour
భారత్ మాతా కీ జై... జై మోడీ...,favour
సగటు భారతీయుడు ఇలాంటీ దినచర్య పాటిస్తే భారతదేశం హస్పిటల్స్ మూతపడి భారతీయుల ఆయుర్ధార్దం పెరుగతుంది.,favour
"మోడీగారి దినచర్యలు అన్నీ చాలా బాగున్నాయి , కానీ నల్లధనాన్ని వెనక్కి తెచ్చి ఒక్కొక్క అకౌంట్ లో 15 లక్షలు ఇంకా వేయలేదు . 8 సంవత్సరాల్లో 80 లక్షల కోట్లు అప్పు చేసిన మొదటి ప్రధానిగా , బ్యాంకులకు వేల కోట్లు ఎగ్గొట్టిన వారిని అక్కున చేర్చుకున్న విశాల హృదయుడుగా ఎంతో పేరు తెచ్చుకున్నారు .",favour
అవునా అయన ను బాగానే విమర్శించారు,favour
"అబద్దాలు చెప్పకుండా, మోదీ ని అర్థం చేసుకోవాలి",favour
ఉగ్రవాదుల కాంగ్రేస్ పార్టీని అంతం చేయాలి జై బిజేపి,favour
"జై భారత మాత, జై మోదీ",favour
కలిస్తాని ఉగ్రవాదులు,favour
భద్రత లోపం కాదు బొచ్చుగా ... ఎన్నికల ప్రచారంలో జనాలు ఎవ్వరు లేరు అది అసలు విషయం,favour
యాక్టింగ్ సూపర్ గా ఉంది ఏమైనా రాజకీయ నాయకులు రాజకీయ నాయకులే,favour
దేశానికి ప్రధానమంత్రి అంటే అందుకు తగ్గ హోదా ఉండాలి. మనుషుల్ని మతాల పేరుతో కులాల పేరుతో రెచ్చగొట్టే ఈ ప్రధానమంత్రి బ్రతికి ఉన్న లేకపోయినా ఒకటే.,favour
లోపం ఎక్కడ జరగలేదు. అదంతా ఒక నాటకం.,favour
గ్రేట్ పీఎం జై నరేంద్ర మోడీ జై బిజెపి భారత్ మాతాకీ జై,favour
నెక్స్ట్ మల్లీ మోడీ పీఎం,favour
డౌన్ డౌన్ మోడీ,favour
"అక్కడ ఉంది కాంగ్రెస్ గవర్నమెంట్, అందుకే కావాలనే అలాగ చేసింది, వచ్చే ఎలక్షన్స్ లో సింపోతి కోసం, రైతులను రెచ్చగొట్టి బీజేపీ నీ దెబ్బ తీయాలని",favour
Background music... వద్దు సామి...,favour
రాజకీయ ఎత్తుగడలలో ఇదో పాత రకం పద్ధతే అయినా కానీ మనోళ్ళు కొత్తగా అప్లై చేశారు,favour
పాలకులలో ఉంది,favour
మోడీ గారిని ఒడించలేక ఎలా చంపాలి అని కుట్ర చేసారు ఎవరు అన్నీ చేసిన BJP ని ఇంకా ఇండియా lo ఎవ్వరు ఆపలేరు మోడీ + యోగి = BJP,favour
జై మోదీ,favour
గొప్ప హెచ్ఛరిక తో కూడి న ఉపన్యాసం.,favour
"ఈ వేశాలన్ని, ప్రజల సింపతీ కోసమే, ఎలాగూ ఆయనకు మంచిపేరులేదు కనుక.",favour
"BJP వాళ్లు కావాలని చేసుకున్నదే ఈ నాటకం, ""ప్రధానమంత్రి"", ఫ్లై ఓవర్ పై ఆగిపోవడం. చెవిలో పువ్వున్నోల్లు నమ్ముతారు ఇలాంటి డ్రామాలు.",favour
ఇది ఖచ్చితంగా సోనియా మరియు పంజాబ్ CM ల కుట్రే. అనుమానం వద్దు. Narcotics test చేయండి. నిజం బయట పడుతుంది.,favour
సొంత దేశంలో ఇంత అవమానమా విడు ఎంత నిచుడైతే అంత పనిచేసిఒంటరు ఆ ప్రజలు గుడ్ పంజాబ్ రైతులు,favour
"అంత ఉత్తదేరా నాయనా ఆయన నిర్ణయించిన మీటింగ్ 70,000 మంది జనాలతో సభ పెట్టాలనుకున్నారు కానీ అక్కడ 700 మంది కూడా రాలే గందుకే ముస్కోని పోయిండు...",favour
అన్నా ఒక డ్వట్ అన్నా మోడీ గారి వాహానం ఎందుకని కాన్వాయి నుంచ్చి బయటకు వచ్చింది. నెను చెప్పన .ఫోటో కోసం అన్నా. మనోడు కనపడాలి కదా ..ఇదిరా రాజాకీయం అంటేనెర్చకోండి ఏ నాయకుడి వాహనం అయిన కాన్వాయి నుంచ్చి బయటకు రాదు ...,favour
మోదీ పతనం మోదలైంది,favour
ఒకవేళ మోడీ గారికి హఠాత్తుగా ఏమైనా జరిగితే తర్వాత ఆ పార్టీ లో ఆ పదవి ఎవరికి వస్తుంది? ఆ కోణంలో కూడా ఆలోచిస్తే మంచిదని నా అభిప్రాయం.,favour
20 నిముషాలు ఆగిన దానికి ఇంత రచ్చ ప్రతి రోజు సామాన్య ప్రజలు పై పెరుగుతున్న రేట్లు. గురించి ఇంతలా ఏవరు మాట్లాడు,favour
రూట్ క్లియరెన్స్ ఇవ్వకపోవడం పంజాబ్ గవర్నమెంట్ తప్పు,favour
క్రికెట్ బ్యాట్ కూడా పట్టుకోవడం రాదు కానీ స్టేడియానికి మోడీ పేరు వుండొచ్చు కానీ games encourage చేసిన రాజీవ్ పేరు మీద రాజీవ్ ఖేల్ రత్న వుండకూడదు... ఏం టీకా కనిపెట్టావ్ అని టీకా సర్టిఫికెట్ మీద నీ బొమ్మ.. ఏ scintist ఫోటో పెట్టొచ్చు గా...దానికి తోడు అణిచివేత రాజకీయాలు...PM CARE FUND ? ఆత్మ నిర్భర్ ప్యాకేజీ అంట ఎవరికో మరి అది. జై మోడీ గోడి మీడియా,favour
"ప్రజలు నమ్మకపోవడానికా ,,ఉధ్యమం ఊపు అందుకోకపోవడానికా",favour
"ఏ ప్రమాదం లేదు, అంత డ్రామా",favour
జయహో మోదీ జి,favour
